1 Q0 NCT04825626 1 0.3333333333333333 rrf_5
1 Q0 NCT01511588 2 0.31135531135531136 rrf_5
1 Q0 NCT02310074 3 0.20833333333333331 rrf_5
1 Q0 NCT01370369 4 0.20833333333333331 rrf_5
1 Q0 NCT00493987 5 0.1954968746013522 rrf_5
1 Q0 NCT01252745 6 0.16246498599439774 rrf_5
1 Q0 NCT01159678 7 0.1588235294117647 rrf_5
1 Q0 NCT04492553 8 0.14646464646464646 rrf_5
1 Q0 NCT00313898 9 0.13481159420289854 rrf_5
1 Q0 NCT00240981 10 0.1267605633802817 rrf_5
1 Q0 NCT04630275 11 0.125 rrf_5
1 Q0 NCT01228071 12 0.12234706616729088 rrf_5
1 Q0 NCT00392756 13 0.11960996018624738 rrf_5
1 Q0 NCT03459326 14 0.11692307692307694 rrf_5
1 Q0 NCT00493961 15 0.1111111111111111 rrf_5
1 Q0 NCT04710238 16 0.10900900900900902 rrf_5
1 Q0 NCT01689896 17 0.104491341991342 rrf_5
1 Q0 NCT00924612 18 0.10269541778975742 rrf_5
1 Q0 NCT00522431 19 0.09365079365079365 rrf_5
1 Q0 NCT00161304 20 0.09356866537717602 rrf_5
1 Q0 NCT02514629 21 0.09294871794871795 rrf_5
1 Q0 NCT01386606 22 0.09189231248054777 rrf_5
1 Q0 NCT00064987 23 0.09090909090909091 rrf_5
1 Q0 NCT02081300 24 0.08925831202046036 rrf_5
1 Q0 NCT02380755 25 0.08488964346349745 rrf_5
1 Q0 NCT00135148 26 0.08125 rrf_5
1 Q0 NCT00756561 27 0.07692307692307693 rrf_5
1 Q0 NCT04049331 28 0.07596371882086167 rrf_5
1 Q0 NCT02378779 29 0.07394746311622885 rrf_5
1 Q0 NCT01894308 30 0.07311827956989247 rrf_5
1 Q0 NCT01104246 31 0.06852409638554217 rrf_5
1 Q0 NCT03776448 32 0.06825657894736842 rrf_5
1 Q0 NCT02705014 33 0.06666666666666667 rrf_5
1 Q0 NCT01583062 34 0.06666666666666667 rrf_5
1 Q0 NCT03725696 35 0.0625 rrf_5
1 Q0 NCT01909505 36 0.061996779388083734 rrf_5
1 Q0 NCT01191320 37 0.061507936507936505 rrf_5
1 Q0 NCT01717768 38 0.060897435897435896 rrf_5
1 Q0 NCT01534208 39 0.058662512518081675 rrf_5
1 Q0 NCT03279991 40 0.05861244019138756 rrf_5
1 Q0 NCT02149264 41 0.05714285714285714 rrf_5
1 Q0 NCT01758094 42 0.05708245243128964 rrf_5
1 Q0 NCT00911586 43 0.05555555555555555 rrf_5
