1 Q0 NCT04803474 1 -0.015394316986203194 bm25_monot5-large
1 Q0 NCT00351819 2 -0.024177473038434982 bm25_monot5-large
1 Q0 NCT03781895 3 -0.036566123366355896 bm25_monot5-large
1 Q0 NCT04189900 4 -0.05827504023909569 bm25_monot5-large
1 Q0 NCT02881814 5 -0.0633818730711937 bm25_monot5-large
1 Q0 NCT04825626 6 -0.0686991736292839 bm25_monot5-large
1 Q0 NCT03776448 7 -0.06957957148551941 bm25_monot5-large
1 Q0 NCT04630275 8 -0.10950765758752823 bm25_monot5-large
1 Q0 NCT00336401 9 -0.11367997527122498 bm25_monot5-large
1 Q0 NCT02378779 10 -0.12713035941123962 bm25_monot5-large
1 Q0 NCT01303081 11 -0.1500874161720276 bm25_monot5-large
1 Q0 NCT03805815 12 -0.15254124999046326 bm25_monot5-large
1 Q0 NCT00367627 13 -0.16583146154880524 bm25_monot5-large
1 Q0 NCT01420731 14 -0.17222081124782562 bm25_monot5-large
1 Q0 NCT02994745 15 -0.19886153936386108 bm25_monot5-large
1 Q0 NCT02411734 16 -0.2119213044643402 bm25_monot5-large
1 Q0 NCT02348099 17 -0.21475495398044586 bm25_monot5-large
1 Q0 NCT00308126 18 -0.21872200071811676 bm25_monot5-large
1 Q0 NCT04609800 19 -0.22510600090026855 bm25_monot5-large
1 Q0 NCT00107562 20 -0.2259376347064972 bm25_monot5-large
1 Q0 NCT03813992 21 -0.22614312171936035 bm25_monot5-large
1 Q0 NCT01066312 22 -0.22855272889137268 bm25_monot5-large
1 Q0 NCT04681157 23 -0.2438056915998459 bm25_monot5-large
1 Q0 NCT04018560 24 -0.24449719488620758 bm25_monot5-large
1 Q0 NCT01742390 25 -0.24844186007976532 bm25_monot5-large
1 Q0 NCT03725696 26 -0.2517628073692322 bm25_monot5-large
1 Q0 NCT04425616 27 -0.25248438119888306 bm25_monot5-large
1 Q0 NCT03907514 28 -0.2528455853462219 bm25_monot5-large
1 Q0 NCT02499497 29 -0.2531399428844452 bm25_monot5-large
1 Q0 NCT04792177 30 -0.25542524456977844 bm25_monot5-large
1 Q0 NCT03414710 31 -0.25778621435165405 bm25_monot5-large
1 Q0 NCT01394900 32 -0.26290208101272583 bm25_monot5-large
1 Q0 NCT00657033 33 -0.2656852900981903 bm25_monot5-large
1 Q0 NCT04664998 34 -0.2673651874065399 bm25_monot5-large
1 Q0 NCT00346411 35 -0.26751527190208435 bm25_monot5-large
1 Q0 NCT00865111 36 -0.27469998598098755 bm25_monot5-large
1 Q0 NCT02149264 37 -0.27530112862586975 bm25_monot5-large
1 Q0 NCT04643522 38 -0.27562832832336426 bm25_monot5-large
1 Q0 NCT02746094 39 -0.2797818183898926 bm25_monot5-large
1 Q0 NCT04076332 40 -0.280072957277298 bm25_monot5-large
1 Q0 NCT04353323 41 -0.28060010075569153 bm25_monot5-large
1 Q0 NCT04349241 42 -0.28196924924850464 bm25_monot5-large
1 Q0 NCT01790048 43 -0.2821063697338104 bm25_monot5-large
1 Q0 NCT01159678 44 -0.2828895151615143 bm25_monot5-large
1 Q0 NCT03073369 45 -0.28512904047966003 bm25_monot5-large
1 Q0 NCT02080923 46 -0.2857357859611511 bm25_monot5-large
1 Q0 NCT04601233 47 -0.2869955003261566 bm25_monot5-large
1 Q0 NCT00661596 48 -0.2895212173461914 bm25_monot5-large
1 Q0 NCT04710238 49 -0.2913316488265991 bm25_monot5-large
1 Q0 NCT03258476 50 -0.29193365573883057 bm25_monot5-large
1 Q0 NCT03535168 51 -0.29301154613494873 bm25_monot5-large
1 Q0 NCT03281187 52 -0.2947200536727905 bm25_monot5-large
1 Q0 NCT03484260 53 -0.2997821569442749 bm25_monot5-large
1 Q0 NCT02972125 54 -0.30455267429351807 bm25_monot5-large
1 Q0 NCT03662321 55 -0.30617210268974304 bm25_monot5-large
1 Q0 NCT01665599 56 -0.30657100677490234 bm25_monot5-large
1 Q0 NCT03055806 57 -0.3090125620365143 bm25_monot5-large
1 Q0 NCT03193645 58 -0.31171852350234985 bm25_monot5-large
1 Q0 NCT00398034 59 -0.3132719397544861 bm25_monot5-large
1 Q0 NCT04769284 60 -0.3161221444606781 bm25_monot5-large
1 Q0 NCT00218712 61 -0.31822672486305237 bm25_monot5-large
1 Q0 NCT04049331 62 -0.3199019134044647 bm25_monot5-large
1 Q0 NCT01786473 63 -0.32419583201408386 bm25_monot5-large
1 Q0 NCT00764088 64 -0.32427841424942017 bm25_monot5-large
1 Q0 NCT04789356 65 -0.3265659809112549 bm25_monot5-large
1 Q0 NCT02450188 66 -0.32765600085258484 bm25_monot5-large
1 Q0 NCT00305591 67 -0.3297579884529114 bm25_monot5-large
1 Q0 NCT02559596 68 -0.3302661180496216 bm25_monot5-large
1 Q0 NCT00271830 69 -0.33054643869400024 bm25_monot5-large
1 Q0 NCT00377793 70 -0.33075404167175293 bm25_monot5-large
1 Q0 NCT04396314 71 -0.3321221172809601 bm25_monot5-large
1 Q0 NCT03578783 72 -0.33406907320022583 bm25_monot5-large
1 Q0 NCT04402034 73 -0.33446022868156433 bm25_monot5-large
1 Q0 NCT00179517 74 -0.3350173234939575 bm25_monot5-large
1 Q0 NCT01655550 75 -0.3360227942466736 bm25_monot5-large
1 Q0 NCT01846663 76 -0.3368833363056183 bm25_monot5-large
1 Q0 NCT03457441 77 -0.3376833200454712 bm25_monot5-large
1 Q0 NCT00879814 78 -0.3382064998149872 bm25_monot5-large
1 Q0 NCT03375099 79 -0.33928364515304565 bm25_monot5-large
1 Q0 NCT01511588 80 -0.34097540378570557 bm25_monot5-large
1 Q0 NCT00472940 81 -0.34228894114494324 bm25_monot5-large
1 Q0 NCT02705014 82 -0.3424816131591797 bm25_monot5-large
1 Q0 NCT01834755 83 -0.3436059057712555 bm25_monot5-large
