1 Q0 NCT01386606 1 -4.6377949714660645 qld_rocchio_monobert-large
1 Q0 NCT02310074 2 -4.898733615875244 qld_rocchio_monobert-large
1 Q0 NCT04301765 3 -5.124669075012207 qld_rocchio_monobert-large
1 Q0 NCT01739595 4 -5.641026973724365 qld_rocchio_monobert-large
1 Q0 NCT01532414 5 -5.689258575439453 qld_rocchio_monobert-large
1 Q0 NCT01534208 6 -5.9567341804504395 qld_rocchio_monobert-large
1 Q0 NCT01511588 7 -5.965073108673096 qld_rocchio_monobert-large
1 Q0 NCT02715713 8 -6.383570194244385 qld_rocchio_monobert-large
1 Q0 NCT00848497 9 -6.585607528686523 qld_rocchio_monobert-large
1 Q0 NCT01689896 10 -6.619511127471924 qld_rocchio_monobert-large
1 Q0 NCT04704141 11 -7.010276794433594 qld_rocchio_monobert-large
1 Q0 NCT01270841 12 -7.082230091094971 qld_rocchio_monobert-large
1 Q0 NCT00392756 13 -7.143997669219971 qld_rocchio_monobert-large
1 Q0 NCT04492553 14 -7.220024585723877 qld_rocchio_monobert-large
1 Q0 NCT02758431 15 -7.618226528167725 qld_rocchio_monobert-large
1 Q0 NCT01619683 16 -7.756452560424805 qld_rocchio_monobert-large
1 Q0 NCT03902262 17 -7.905386447906494 qld_rocchio_monobert-large
1 Q0 NCT01993225 18 -8.11820125579834 qld_rocchio_monobert-large
1 Q0 NCT00483418 19 -8.14163875579834 qld_rocchio_monobert-large
1 Q0 NCT02702882 20 -8.179973602294922 qld_rocchio_monobert-large
1 Q0 NCT02748005 21 -8.179973602294922 qld_rocchio_monobert-large
1 Q0 NCT01993212 22 -8.227980613708496 qld_rocchio_monobert-large
1 Q0 NCT02081300 23 -8.516206741333008 qld_rocchio_monobert-large
1 Q0 NCT02185274 24 -8.6136474609375 qld_rocchio_monobert-large
1 Q0 NCT02349386 25 -8.639649391174316 qld_rocchio_monobert-large
1 Q0 NCT00313898 26 -8.640774726867676 qld_rocchio_monobert-large
1 Q0 NCT04350125 27 -8.671902656555176 qld_rocchio_monobert-large
1 Q0 NCT00661596 28 -8.757811546325684 qld_rocchio_monobert-large
1 Q0 NCT00493987 29 -8.893598556518555 qld_rocchio_monobert-large
1 Q0 NCT02612714 30 -9.275104522705078 qld_rocchio_monobert-large
1 Q0 NCT04019327 31 -9.303800582885742 qld_rocchio_monobert-large
1 Q0 NCT03436654 32 -9.364035606384277 qld_rocchio_monobert-large
1 Q0 NCT01601262 33 -9.539093971252441 qld_rocchio_monobert-large
1 Q0 NCT00104572 34 -9.624079704284668 qld_rocchio_monobert-large
1 Q0 NCT00140153 35 -9.7967529296875 qld_rocchio_monobert-large
1 Q0 NCT00512707 36 -9.869698524475098 qld_rocchio_monobert-large
1 Q0 NCT02651688 37 -9.908055305480957 qld_rocchio_monobert-large
1 Q0 NCT02987829 38 -9.919363021850586 qld_rocchio_monobert-large
1 Q0 NCT03484260 39 -9.951148986816406 qld_rocchio_monobert-large
1 Q0 NCT01208038 40 -9.953718185424805 qld_rocchio_monobert-large
1 Q0 NCT00220350 41 -9.997756958007812 qld_rocchio_monobert-large
1 Q0 NCT02160704 42 -10.00985050201416 qld_rocchio_monobert-large
1 Q0 NCT02014584 43 -10.065260887145996 qld_rocchio_monobert-large
1 Q0 NCT03459326 44 -10.067920684814453 qld_rocchio_monobert-large
1 Q0 NCT01750398 45 -10.118130683898926 qld_rocchio_monobert-large
1 Q0 NCT04851639 46 -10.183555603027344 qld_rocchio_monobert-large
1 Q0 NCT03907514 47 -10.195545196533203 qld_rocchio_monobert-large
1 Q0 NCT04509076 48 -10.211760520935059 qld_rocchio_monobert-large
1 Q0 NCT01442077 49 -10.273039817810059 qld_rocchio_monobert-large
1 Q0 NCT00144404 50 -10.275598526000977 qld_rocchio_monobert-large
1 Q0 NCT03302845 51 -10.285537719726562 qld_rocchio_monobert-large
1 Q0 NCT03813992 52 -10.293159484863281 qld_rocchio_monobert-large
1 Q0 NCT01159678 53 -10.304637908935547 qld_rocchio_monobert-large
1 Q0 NCT01620593 54 -10.335577011108398 qld_rocchio_monobert-large
1 Q0 NCT00931528 55 -10.34846305847168 qld_rocchio_monobert-large
1 Q0 NCT00194597 56 -10.351255416870117 qld_rocchio_monobert-large
1 Q0 NCT03035357 57 -10.370949745178223 qld_rocchio_monobert-large
1 Q0 NCT00287586 58 -10.402521133422852 qld_rocchio_monobert-large
1 Q0 NCT00555035 59 -10.421074867248535 qld_rocchio_monobert-large
1 Q0 NCT00129142 60 -10.449003219604492 qld_rocchio_monobert-large
1 Q0 NCT00539201 61 -10.46413803100586 qld_rocchio_monobert-large
1 Q0 NCT00812318 62 -10.491975784301758 qld_rocchio_monobert-large
1 Q0 NCT04049331 63 -10.494190216064453 qld_rocchio_monobert-large
1 Q0 NCT00494208 64 -10.512733459472656 qld_rocchio_monobert-large
1 Q0 NCT00050219 65 -10.534404754638672 qld_rocchio_monobert-large
1 Q0 NCT04349059 66 -10.537591934204102 qld_rocchio_monobert-large
1 Q0 NCT04568005 67 -10.560359001159668 qld_rocchio_monobert-large
1 Q0 NCT02269241 68 -10.585850715637207 qld_rocchio_monobert-large
1 Q0 NCT00651079 69 -10.601863861083984 qld_rocchio_monobert-large
1 Q0 NCT01191320 70 -10.604362487792969 qld_rocchio_monobert-large
1 Q0 NCT00146146 71 -10.606605529785156 qld_rocchio_monobert-large
1 Q0 NCT00106691 72 -10.612685203552246 qld_rocchio_monobert-large
1 Q0 NCT01777269 73 -10.613740921020508 qld_rocchio_monobert-large
1 Q0 NCT01314339 74 -10.637872695922852 qld_rocchio_monobert-large
1 Q0 NCT03414710 75 -10.642815589904785 qld_rocchio_monobert-large
1 Q0 NCT02777242 76 -10.644068717956543 qld_rocchio_monobert-large
1 Q0 NCT01925638 77 -10.646111488342285 qld_rocchio_monobert-large
1 Q0 NCT00289926 78 -10.647439002990723 qld_rocchio_monobert-large
1 Q0 NCT02721979 79 -10.648240089416504 qld_rocchio_monobert-large
1 Q0 NCT04664998 80 -10.676080703735352 qld_rocchio_monobert-large
1 Q0 NCT04825626 81 -10.676431655883789 qld_rocchio_monobert-large
1 Q0 NCT01314352 82 -10.687933921813965 qld_rocchio_monobert-large
1 Q0 NCT02908022 83 -10.69149398803711 qld_rocchio_monobert-large
1 Q0 NCT00670098 84 -10.694150924682617 qld_rocchio_monobert-large
1 Q0 NCT00974831 85 -10.696435928344727 qld_rocchio_monobert-large
1 Q0 NCT02123121 86 -10.69920539855957 qld_rocchio_monobert-large
1 Q0 NCT02599545 87 -10.706587791442871 qld_rocchio_monobert-large
1 Q0 NCT00301405 88 -10.71340560913086 qld_rocchio_monobert-large
1 Q0 NCT03055806 89 -10.729259490966797 qld_rocchio_monobert-large
1 Q0 NCT03371719 90 -10.731377601623535 qld_rocchio_monobert-large
1 Q0 NCT00265967 91 -10.733195304870605 qld_rocchio_monobert-large
1 Q0 NCT03452111 92 -10.73878288269043 qld_rocchio_monobert-large
1 Q0 NCT00006207 93 -10.740887641906738 qld_rocchio_monobert-large
1 Q0 NCT00437528 94 -10.745177268981934 qld_rocchio_monobert-large
1 Q0 NCT02232425 95 -10.750642776489258 qld_rocchio_monobert-large
1 Q0 NCT02572037 96 -10.750717163085938 qld_rocchio_monobert-large
1 Q0 NCT01506037 97 -10.767827033996582 qld_rocchio_monobert-large
1 Q0 NCT01506050 98 -10.768082618713379 qld_rocchio_monobert-large
1 Q0 NCT02457897 99 -10.782449722290039 qld_rocchio_monobert-large
1 Q0 NCT04341714 100 -10.7829008102417 qld_rocchio_monobert-large
1 Q0 NCT03858660 101 -10.785945892333984 qld_rocchio_monobert-large
1 Q0 NCT03578783 102 -10.786382675170898 qld_rocchio_monobert-large
1 Q0 NCT00797069 103 -10.797258377075195 qld_rocchio_monobert-large
1 Q0 NCT00072930 104 -10.803176879882812 qld_rocchio_monobert-large
1 Q0 NCT01220817 105 -10.805033683776855 qld_rocchio_monobert-large
1 Q0 NCT03641846 106 -10.819424629211426 qld_rocchio_monobert-large
1 Q0 NCT02381184 107 -10.82649040222168 qld_rocchio_monobert-large
1 Q0 NCT03677622 108 -10.83474063873291 qld_rocchio_monobert-large
1 Q0 NCT04780828 109 -10.850902557373047 qld_rocchio_monobert-large
1 Q0 NCT00653393 110 -10.851875305175781 qld_rocchio_monobert-large
1 Q0 NCT02543905 111 -10.852045059204102 qld_rocchio_monobert-large
1 Q0 NCT04803474 112 -10.854116439819336 qld_rocchio_monobert-large
1 Q0 NCT00775151 113 -10.857219696044922 qld_rocchio_monobert-large
1 Q0 NCT00743184 114 -10.873062133789062 qld_rocchio_monobert-large
1 Q0 NCT03945513 115 -10.878885269165039 qld_rocchio_monobert-large
1 Q0 NCT00478725 116 -10.879302024841309 qld_rocchio_monobert-large
1 Q0 NCT00603278 117 -10.88895034790039 qld_rocchio_monobert-large
1 Q0 NCT03119337 118 -10.888992309570312 qld_rocchio_monobert-large
1 Q0 NCT02811809 119 -10.897269248962402 qld_rocchio_monobert-large
1 Q0 NCT03781895 120 -10.901177406311035 qld_rocchio_monobert-large
1 Q0 NCT00879814 121 -10.904316902160645 qld_rocchio_monobert-large
1 Q0 NCT00730756 122 -10.905411720275879 qld_rocchio_monobert-large
1 Q0 NCT01784783 123 -10.910616874694824 qld_rocchio_monobert-large
1 Q0 NCT01251861 124 -10.914539337158203 qld_rocchio_monobert-large
1 Q0 NCT03558802 125 -10.915414810180664 qld_rocchio_monobert-large
1 Q0 NCT02158429 126 -10.91589641571045 qld_rocchio_monobert-large
1 Q0 NCT03153735 127 -10.916851997375488 qld_rocchio_monobert-large
1 Q0 NCT02153658 128 -10.92146110534668 qld_rocchio_monobert-large
1 Q0 NCT00603382 129 -10.921622276306152 qld_rocchio_monobert-large
1 Q0 NCT00689936 130 -10.922060012817383 qld_rocchio_monobert-large
1 Q0 NCT04646252 131 -10.925856590270996 qld_rocchio_monobert-large
1 Q0 NCT03009981 132 -10.92615795135498 qld_rocchio_monobert-large
1 Q0 NCT01223313 133 -10.932220458984375 qld_rocchio_monobert-large
1 Q0 NCT03895619 134 -10.941823959350586 qld_rocchio_monobert-large
1 Q0 NCT00775905 135 -10.943536758422852 qld_rocchio_monobert-large
1 Q0 NCT00362791 136 -10.944499969482422 qld_rocchio_monobert-large
1 Q0 NCT01688466 137 -10.945343017578125 qld_rocchio_monobert-large
1 Q0 NCT04176081 138 -10.947786331176758 qld_rocchio_monobert-large
1 Q0 NCT01115244 139 -10.949748992919922 qld_rocchio_monobert-large
1 Q0 NCT04011930 140 -10.954459190368652 qld_rocchio_monobert-large
1 Q0 NCT03503344 141 -10.958345413208008 qld_rocchio_monobert-large
1 Q0 NCT02337179 142 -10.964627265930176 qld_rocchio_monobert-large
1 Q0 NCT02541643 143 -10.967630386352539 qld_rocchio_monobert-large
1 Q0 NCT03096353 144 -10.974081993103027 qld_rocchio_monobert-large
